Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	TAIR
A0A5S9X975	unreviewed	A0A5S9X975_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS11503	Arabidopsis thaliana (Mouse-ear cress)	92	
A0A5S9XBL4	unreviewed	A0A5S9XBL4_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS12457	Arabidopsis thaliana (Mouse-ear cress)	139	
A0A5S9XDY5	unreviewed	A0A5S9XDY5_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS11554 C24_LOCUS13283	Arabidopsis thaliana (Mouse-ear cress)	118	
A0A5S9XG37	unreviewed	A0A5S9XG37_ARATH	F-box domain-containing protein	C24_LOCUS14008	Arabidopsis thaliana (Mouse-ear cress)	575	
A0A5S9XIX2	unreviewed	A0A5S9XIX2_ARATH	Tetraspanin-3	C24_LOCUS14773	Arabidopsis thaliana (Mouse-ear cress)	285	
A0A5S9XK33	unreviewed	A0A5S9XK33_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS15363	Arabidopsis thaliana (Mouse-ear cress)	106	
A0A5S9XMK5	unreviewed	A0A5S9XMK5_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS16450 C24_LOCUS16332	Arabidopsis thaliana (Mouse-ear cress)	170	
A0A5S9XPG1	unreviewed	A0A5S9XPG1_ARATH	Uncharacterized protein	C24_LOCUS16970	Arabidopsis thaliana (Mouse-ear cress)	198	
A0A5S9XRI8	unreviewed	A0A5S9XRI8_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS17430	Arabidopsis thaliana (Mouse-ear cress)	103	
A0A5S9XRK9	unreviewed	A0A5S9XRK9_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS17730	Arabidopsis thaliana (Mouse-ear cress)	157	
A0A5S9XSA3	unreviewed	A0A5S9XSA3_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS17994 C24_LOCUS17881	Arabidopsis thaliana (Mouse-ear cress)	92	
A0A5S9XVE2	unreviewed	A0A5S9XVE2_ARATH	F-box protein FBX14	C24_LOCUS19079	Arabidopsis thaliana (Mouse-ear cress)	623	
A0A5S9XXA2	unreviewed	A0A5S9XXA2_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS17124 C24_LOCUS19735	Arabidopsis thaliana (Mouse-ear cress)	272	
A0A5S9XY97	unreviewed	A0A5S9XY97_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS19935 C24_LOCUS19829	Arabidopsis thaliana (Mouse-ear cress)	191	
A0A5S9XZ22	unreviewed	A0A5S9XZ22_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS20212	Arabidopsis thaliana (Mouse-ear cress)	65	
A0A5S9XZ43	unreviewed	A0A5S9XZ43_ARATH	Uncharacterized protein	C24_LOCUS20214	Arabidopsis thaliana (Mouse-ear cress)	94	
A0A5S9XZH7	unreviewed	A0A5S9XZH7_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS20210	Arabidopsis thaliana (Mouse-ear cress)	107	
A0A5S9XZV8	unreviewed	A0A5S9XZV8_ARATH	Uncharacterized protein	C24_LOCUS20644	Arabidopsis thaliana (Mouse-ear cress)	89	
A0A5S9Y0W2	unreviewed	A0A5S9Y0W2_ARATH	Protein PIN-LIKES 6	C24_LOCUS20886	Arabidopsis thaliana (Mouse-ear cress)	431	
A0A5S9Y553	unreviewed	A0A5S9Y553_ARATH	Uncharacterized protein	C24_LOCUS22469 C24_LOCUS22475	Arabidopsis thaliana (Mouse-ear cress)	90	
A0A5S9Y5S7	unreviewed	A0A5S9Y5S7_ARATH	Uncharacterized protein	C24_LOCUS22474	Arabidopsis thaliana (Mouse-ear cress)	91	
A0A5S9Y6H8	unreviewed	A0A5S9Y6H8_ARATH	Tetraspanin-11	C24_LOCUS22926	Arabidopsis thaliana (Mouse-ear cress)	264	
A0A5S9Y8A8	unreviewed	A0A5S9Y8A8_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS23388	Arabidopsis thaliana (Mouse-ear cress)	142	
A0A5S9YE87	unreviewed	A0A5S9YE87_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS25620 C24_LOCUS25449	Arabidopsis thaliana (Mouse-ear cress)	147	
A0A5S9YEX6	unreviewed	A0A5S9YEX6_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS21771 C24_LOCUS25075	Arabidopsis thaliana (Mouse-ear cress)	612	
A0A654EB02	unreviewed	A0A654EB02_ARATH	Tetraspanin-11	AN1_LOCUS1986	Arabidopsis thaliana (Mouse-ear cress)	272	
A0A654EC07	unreviewed	A0A654EC07_ARATH	Tetraspanin-16	AN1_LOCUS1985	Arabidopsis thaliana (Mouse-ear cress)	248	
A0A654ECW7	unreviewed	A0A654ECW7_ARATH	Uncharacterized protein	At1g19840 AN1_LOCUS2119	Arabidopsis thaliana (Mouse-ear cress)	153	
A0A654ED94	unreviewed	A0A654ED94_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS2117	Arabidopsis thaliana (Mouse-ear cress)	117	
A0A654EDU5	unreviewed	A0A654EDU5_ARATH	Uncharacterized protein	AN1_LOCUS2988	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A654EDW2	unreviewed	A0A654EDW2_ARATH	Uncharacterized protein	AN1_LOCUS2996	Arabidopsis thaliana (Mouse-ear cress)	143	
A0A654EF54	unreviewed	A0A654EF54_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS2994	Arabidopsis thaliana (Mouse-ear cress)	102	
A0A654EFD2	unreviewed	A0A654EFD2_ARATH	Uncharacterized protein	AN1_LOCUS2989	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A654EFJ0	unreviewed	A0A654EFJ0_ARATH	Uncharacterized protein	AN1_LOCUS2987	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A654EFW1	unreviewed	A0A654EFW1_ARATH	Uncharacterized protein	AN1_LOCUS3448	Arabidopsis thaliana (Mouse-ear cress)	485	
A0A654EHH1	unreviewed	A0A654EHH1_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS3683	Arabidopsis thaliana (Mouse-ear cress)	107	
A0A654EKN5	unreviewed	A0A654EKN5_ARATH	Auxin-responsive protein SAUR71	AN1_LOCUS4759	Arabidopsis thaliana (Mouse-ear cress)	110	
A0A654EMA6	unreviewed	A0A654EMA6_ARATH	Tetraspanin-10	At1g63260 AN1_LOCUS5333	Arabidopsis thaliana (Mouse-ear cress)	258	
A0A654EP89	unreviewed	A0A654EP89_ARATH	Uncharacterized protein	AN1_LOCUS6593	Arabidopsis thaliana (Mouse-ear cress)	346	
A0A654EPF0	unreviewed	A0A654EPF0_ARATH	(thale cress) hypothetical protein	At1g76190 AN1_LOCUS6657 AT9943_LOCUS5626 C24_LOCUS6543	Arabidopsis thaliana (Mouse-ear cress)	123	
A0A654EPL2	unreviewed	A0A654EPL2_ARATH	Uncharacterized protein	AN1_LOCUS2990	Arabidopsis thaliana (Mouse-ear cress)	152	
A0A654ER60	unreviewed	A0A654ER60_ARATH	Uncharacterized protein	AN1_LOCUS7246	Arabidopsis thaliana (Mouse-ear cress)	260	
A0A654ERW3	unreviewed	A0A654ERW3_ARATH	Uncharacterized protein	AN1_LOCUS7497 C24_LOCUS7370	Arabidopsis thaliana (Mouse-ear cress)	283	
A0A654ETB6	unreviewed	A0A654ETB6_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS8005 C24_LOCUS7854	Arabidopsis thaliana (Mouse-ear cress)	108	
A0A654ETU2	unreviewed	A0A654ETU2_ARATH	(thale cress) hypothetical protein	AN1_LOCUS8160 AT9943_LOCUS7007 C24_LOCUS8006	Arabidopsis thaliana (Mouse-ear cress)	112	
A0A654EUM5	unreviewed	A0A654EUM5_ARATH	Uncharacterized protein	AN1_LOCUS6692	Arabidopsis thaliana (Mouse-ear cress)	415	
A0A654EUT5	unreviewed	A0A654EUT5_ARATH	SHI-related	AN1_LOCUS8517	Arabidopsis thaliana (Mouse-ear cress)	185	
A0A654F0H5	unreviewed	A0A654F0H5_ARATH	Uncharacterized protein	At2g35290 AN1_LOCUS9973 C24_LOCUS9819	Arabidopsis thaliana (Mouse-ear cress)	121	
A0A654F3V9	unreviewed	A0A654F3V9_ARATH	SAUR-like auxin-responsive protein family	At3g03847 AN1_LOCUS11667	Arabidopsis thaliana (Mouse-ear cress)	131	
A0A654F3W3	unreviewed	A0A654F3W3_ARATH	Uncharacterized protein	AN1_LOCUS11668	Arabidopsis thaliana (Mouse-ear cress)	93	
A0A654F936	unreviewed	A0A654F936_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS11666	Arabidopsis thaliana (Mouse-ear cress)	95	
A0A654F9X0	unreviewed	A0A654F9X0_ARATH	SAUR-like auxin-responsive protein family	At3g20220 AN1_LOCUS13447	Arabidopsis thaliana (Mouse-ear cress)	118	
A0A654FED0	unreviewed	A0A654FED0_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS11665	Arabidopsis thaliana (Mouse-ear cress)	92	
A0A654FEX4	unreviewed	A0A654FEX4_ARATH	SAUR-like auxin-responsive protein family	At3g51200 AN1_LOCUS15480	Arabidopsis thaliana (Mouse-ear cress)	106	
A0A654FJW1	unreviewed	A0A654FJW1_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS16569	Arabidopsis thaliana (Mouse-ear cress)	126	
A0A654FLD0	unreviewed	A0A654FLD0_ARATH	Uncharacterized protein	AN1_LOCUS17097	Arabidopsis thaliana (Mouse-ear cress)	198	
A0A654FNM1	unreviewed	A0A654FNM1_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS17841	Arabidopsis thaliana (Mouse-ear cress)	159	
A0A654FSF1	unreviewed	A0A654FSF1_ARATH	F-box protein FBX14	AN1_LOCUS19179	Arabidopsis thaliana (Mouse-ear cress)	623	
A0A654FVL0	unreviewed	A0A654FVL0_ARATH	Uncharacterized protein	AN1_LOCUS20321 C24_LOCUS20215	Arabidopsis thaliana (Mouse-ear cress)	105	
A0A654FVL4	unreviewed	A0A654FVL4_ARATH	Uncharacterized protein	At4g34800 AN1_LOCUS20320	Arabidopsis thaliana (Mouse-ear cress)	94	
A0A654FVM5	unreviewed	A0A654FVM5_ARATH	SAUR-like auxin-responsive protein family	AN1_LOCUS20316	Arabidopsis thaliana (Mouse-ear cress)	151	
A0A654G207	unreviewed	A0A654G207_ARATH	Uncharacterized protein	AN1_LOCUS22581	Arabidopsis thaliana (Mouse-ear cress)	90	
A0A654G214	unreviewed	A0A654G214_ARATH	Uncharacterized protein	AN1_LOCUS22588	Arabidopsis thaliana (Mouse-ear cress)	72	
A0A654G324	unreviewed	A0A654G324_ARATH	Uncharacterized protein	AN1_LOCUS22876	Arabidopsis thaliana (Mouse-ear cress)	127	
A0A654G440	unreviewed	A0A654G440_ARATH	Tetraspanin-11	AN1_LOCUS23040	Arabidopsis thaliana (Mouse-ear cress)	264	
A0A654G4Y2	unreviewed	A0A654G4Y2_ARATH	(thale cress) hypothetical protein	At5g27780 AN1_LOCUS23511 AT9943_LOCUS20249	Arabidopsis thaliana (Mouse-ear cress)	142	
A0A654G4Z5	unreviewed	A0A654G4Z5_ARATH	Uncharacterized protein	AN1_LOCUS23510	Arabidopsis thaliana (Mouse-ear cress)	116	
A0A654G9T6	unreviewed	A0A654G9T6_ARATH	(thale cress) hypothetical protein	AN1_LOCUS25321 AT9943_LOCUS21832	Arabidopsis thaliana (Mouse-ear cress)	183	
A0A654GA42	unreviewed	A0A654GA42_ARATH	Transport inhibitor response 1-like protein	AN1_LOCUS25249	Arabidopsis thaliana (Mouse-ear cress)	612	
A0A654GBX3	unreviewed	A0A654GBX3_ARATH	Tetraspanin-15	AN1_LOCUS26071	Arabidopsis thaliana (Mouse-ear cress)	317	
A0A654GD49	unreviewed	A0A654GD49_ARATH	Tetraspanin-3	AN1_LOCUS26325	Arabidopsis thaliana (Mouse-ear cress)	285	
A0A654GEL2	unreviewed	A0A654GEL2_ARATH	(thale cress) hypothetical protein	At5g66260 AN1_LOCUS26958 AT9943_LOCUS23215 C24_LOCUS26784	Arabidopsis thaliana (Mouse-ear cress)	99	
A0A7G2DTS7	unreviewed	A0A7G2DTS7_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2458	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A7G2DTZ6	unreviewed	A0A7G2DTZ6_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2467	Arabidopsis thaliana (Mouse-ear cress)	269	
A0A7G2DU58	unreviewed	A0A7G2DU58_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS1715	Arabidopsis thaliana (Mouse-ear cress)	272	
A0A7G2DV00	unreviewed	A0A7G2DV00_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS1819	Arabidopsis thaliana (Mouse-ear cress)	368	
A0A7G2DWC2	unreviewed	A0A7G2DWC2_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS1600	Arabidopsis thaliana (Mouse-ear cress)	498	
A0A7G2DWF5	unreviewed	A0A7G2DWF5_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2460	Arabidopsis thaliana (Mouse-ear cress)	142	
A0A7G2DWN2	unreviewed	A0A7G2DWN2_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2466	Arabidopsis thaliana (Mouse-ear cress)	138	
A0A7G2DWU4	unreviewed	A0A7G2DWU4_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2465	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A7G2DY17	unreviewed	A0A7G2DY17_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2459	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A7G2DYU2	unreviewed	A0A7G2DYU2_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS2462	Arabidopsis thaliana (Mouse-ear cress)	147	
A0A7G2E3D5	unreviewed	A0A7G2E3D5_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS5025	Arabidopsis thaliana (Mouse-ear cress)	321	
A0A7G2E3D6	unreviewed	A0A7G2E3D6_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS5657	Arabidopsis thaliana (Mouse-ear cress)	341	
A0A7G2E6H8	unreviewed	A0A7G2E6H8_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS6094	Arabidopsis thaliana (Mouse-ear cress)	97	
A0A7G2E6X2	unreviewed	A0A7G2E6X2_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS6151	Arabidopsis thaliana (Mouse-ear cress)	260	
A0A7G2E940	unreviewed	A0A7G2E940_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS6963	Arabidopsis thaliana (Mouse-ear cress)	389	
A0A7G2EB49	unreviewed	A0A7G2EB49_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS6299	Arabidopsis thaliana (Mouse-ear cress)	195	
A0A7G2EB95	unreviewed	A0A7G2EB95_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS6353	Arabidopsis thaliana (Mouse-ear cress)	257	
A0A7G2EBG5	unreviewed	A0A7G2EBG5_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS7017	Arabidopsis thaliana (Mouse-ear cress)	162	
A0A7G2EBW0	unreviewed	A0A7G2EBW0_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS8708	Arabidopsis thaliana (Mouse-ear cress)	458	
A0A7G2EEI0	unreviewed	A0A7G2EEI0_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS7513	Arabidopsis thaliana (Mouse-ear cress)	245	
A0A7G2EIL2	unreviewed	A0A7G2EIL2_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS9251	Arabidopsis thaliana (Mouse-ear cress)	693	
A0A7G2EKR8	unreviewed	A0A7G2EKR8_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS10976	Arabidopsis thaliana (Mouse-ear cress)	357	
A0A7G2EQH3	unreviewed	A0A7G2EQH3_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS12809	Arabidopsis thaliana (Mouse-ear cress)	283	
A0A7G2ERW1	unreviewed	A0A7G2ERW1_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS13301	Arabidopsis thaliana (Mouse-ear cress)	292	
A0A7G2EUV1	unreviewed	A0A7G2EUV1_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS12615	Arabidopsis thaliana (Mouse-ear cress)	160	
A0A7G2EWP8	unreviewed	A0A7G2EWP8_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS15376	Arabidopsis thaliana (Mouse-ear cress)	157	
A0A7G2EX08	unreviewed	A0A7G2EX08_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS14694	Arabidopsis thaliana (Mouse-ear cress)	136	
A0A7G2F239	unreviewed	A0A7G2F239_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS16540	Arabidopsis thaliana (Mouse-ear cress)	623	
A0A7G2F2U6	unreviewed	A0A7G2F2U6_ARATH	(thale cress) hypothetical protein	At4g22620 AT9943_LOCUS16367	Arabidopsis thaliana (Mouse-ear cress)	160	
A0A7G2F3S3	unreviewed	A0A7G2F3S3_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS17202	Arabidopsis thaliana (Mouse-ear cress)	201	
A0A7G2F485	unreviewed	A0A7G2F485_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS16908	Arabidopsis thaliana (Mouse-ear cress)	266	
A0A7G2F4X4	unreviewed	A0A7G2F4X4_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS18086	Arabidopsis thaliana (Mouse-ear cress)	545	
A0A7G2F766	unreviewed	A0A7G2F766_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS18966	Arabidopsis thaliana (Mouse-ear cress)	423	
A0A7G2F8M0	unreviewed	A0A7G2F8M0_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS17662	Arabidopsis thaliana (Mouse-ear cress)	271	
A0A7G2F9H8	unreviewed	A0A7G2F9H8_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS19835	Arabidopsis thaliana (Mouse-ear cress)	249	
A0A7G2FC08	unreviewed	A0A7G2FC08_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS18941	Arabidopsis thaliana (Mouse-ear cress)	362	
A0A7G2FKD6	unreviewed	A0A7G2FKD6_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS22081	Arabidopsis thaliana (Mouse-ear cress)	122	
A0A7G2FKM5	unreviewed	A0A7G2FKM5_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS22667	Arabidopsis thaliana (Mouse-ear cress)	283	
A0A7G2FQA6	unreviewed	A0A7G2FQA6_ARATH	(thale cress) hypothetical protein	AT9943_LOCUS23188	Arabidopsis thaliana (Mouse-ear cress)	395	
A0MEQ5	unreviewed	A0MEQ5_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	125	
A0MF00	unreviewed	A0MF00_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	161	
A0MF91	unreviewed	A0MF91_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	161	
B3H4F0	unreviewed	B3H4F0_ARATH	SAUR-like auxin-responsive protein family	SAUR13 SMALL AUXIN UPREGULATED RNA 13 At4g38825	Arabidopsis thaliana (Mouse-ear cress)	89	AT4G38825;
D3K078	unreviewed	D3K078_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	190	
D3K079	unreviewed	D3K079_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	189	
D3K080	unreviewed	D3K080_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	176	
E1A6U0	unreviewed	E1A6U0_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	203	
E1A6U1	unreviewed	E1A6U1_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	188	
E1A6U2	unreviewed	E1A6U2_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	190	
E1A6U3	unreviewed	E1A6U3_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	169	
E1A6U4	unreviewed	E1A6U4_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	183	
E1A6U5	unreviewed	E1A6U5_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	173	
E1A6U6	unreviewed	E1A6U6_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	168	
E1A6U7	unreviewed	E1A6U7_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	175	
E1A6U8	unreviewed	E1A6U8_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	190	
E1A6U9	unreviewed	E1A6U9_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	180	
E1A6V0	unreviewed	E1A6V0_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	188	
E1A6V2	unreviewed	E1A6V2_ARATH	Auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	187	
E1A6V3	unreviewed	E1A6V3_ARATH	Truncated auxin response factor 13	ARF13 At1g34170	Arabidopsis thaliana (Mouse-ear cress)	63	
F4HZ54	unreviewed	F4HZ54_ARATH	SAUR-like auxin-responsive protein family	SAUR52 SMALL AUXIN UPREGULATED RNA 52 At1g75590 F10A5.20 F10A5_20	Arabidopsis thaliana (Mouse-ear cress)	154	AT1G75590;
F4JLH5	unreviewed	F4JLH5_ARATH	SAUR-like auxin-responsive protein family	SAUR5 SMALL AUXIN UPREGULATED RNA 5 At4g34810 F11I11.50 F11I11_50	Arabidopsis thaliana (Mouse-ear cress)	118	AT4G34810;
F4KH88	unreviewed	F4KH88_ARATH	SHI-related sequence 8	SRS8 SHI-related sequence 8 At5g33210 T29A4.20 T29A4_20	Arabidopsis thaliana (Mouse-ear cress)	106	AT5G33210;
O23089	unreviewed	O23089_ARATH	AT4g00880 protein (A_TM018A10.6 protein) (SAUR-like auxin-responsive protein family)	SAUR31 A_TM018A10.6 A_TM018A10_6 SMALL AUXIN UPREGULATED RNA 31 At4g00880 T18A10.18 T18A10_18	Arabidopsis thaliana (Mouse-ear cress)	122	AT4G00880;
O49581	unreviewed	O49581_ARATH	Auxin induced like-protein (SAUR-like auxin-responsive protein family)	SAUR37 SMALL AUXIN UPREGULATED RNA 37 At4g31320 F8F16.140 F8F16_140	Arabidopsis thaliana (Mouse-ear cress)	189	AT4G31320;
O49643	unreviewed	O49643_ARATH	Auxin-responsive family protein (Predicted protein) (SAUR-like auxin-responsive protein family)	SAUR34 SMALL AUXIN UPREGULATED RNA 34 At4g22620 T12H17.10	Arabidopsis thaliana (Mouse-ear cress)	160	AT4G22620;
O65694	unreviewed	O65694_ARATH	SAUR-like auxin-responsive protein family	SAUR49 SMALL AUXIN UPREGULATED RNA 49 T4L20.330 At4g34750 F11I11.5	Arabidopsis thaliana (Mouse-ear cress)	150	AT4G34750;
O82164	unreviewed	O82164_ARATH	Uncharacterized protein At2g35290	At2g35290	Arabidopsis thaliana (Mouse-ear cress)	91	AT2G35290;
Q3E901	unreviewed	Q3E901_ARATH	SAUR-like auxin-responsive protein family	SAUR75 SMALL AUXIN UP RNA 75 At5g27780 T1G16.110 T1G16_110	Arabidopsis thaliana (Mouse-ear cress)	142	AT5G27780;
Q3EBC5	unreviewed	Q3EBC5_ARATH	At3g03847 (SAUR-like auxin-responsive protein family)	SAUR73 SMALL AUXIN UPREGULATED RNA 73 At3g03847	Arabidopsis thaliana (Mouse-ear cress)	131	AT3G03847;
Q681Q1	unreviewed	Q681Q1_ARATH	Auxin-induced protein-like protein	At4g38840	Arabidopsis thaliana (Mouse-ear cress)	99	
Q6NMZ3	unreviewed	Q6NMZ3_ARATH	At4g34750		Arabidopsis thaliana (Mouse-ear cress)	150	
Q6NPG2	unreviewed	Q6NPG2_ARATH	At5g53590 (SAUR-like auxin-responsive protein family)	SAUR30 MNC6.13 MNC6_13 SMALL AUXIN UPREGULATED RNA 30 At5g53590	Arabidopsis thaliana (Mouse-ear cress)	142	AT5G53590;
Q8GWV0	unreviewed	Q8GWV0_ARATH	At2g35290	SAUR79 SMALL AUXIN UPREGULATED RNA 79 At2g35290 T4C15.4 T4C15_4	Arabidopsis thaliana (Mouse-ear cress)	121	AT2G35290;
Q8GWV6	unreviewed	Q8GWV6_ARATH	At5g20810 (SAUR-like auxin-responsive protein family)	SAUR70 SMALL AUXIN UPREGULATED RNA 70 At5g20810 At5g20810/T1M15_210 T1M15.210 T1M15_210	Arabidopsis thaliana (Mouse-ear cress)	165	AT5G20810;
Q8L8B9	unreviewed	Q8L8B9_ARATH	SAUR-like auxin-responsive protein family	SAUR45 SMALL AUXIN UPREGULATED RNA 45 At2g36210 At2g36210/F2H17.18 F2H17.18 F2H17_18	Arabidopsis thaliana (Mouse-ear cress)	135	AT2G36210;
Q8L9D5	unreviewed	Q8L9D5_ARATH	Putative auxin-regulated protein		Arabidopsis thaliana (Mouse-ear cress)	86	
Q8LAZ3	unreviewed	Q8LAZ3_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	109	AT2G28085;
Q8LBA1	unreviewed	Q8LBA1_ARATH	Auxin-induced protein, putative		Arabidopsis thaliana (Mouse-ear cress)	154	
Q8LE18	unreviewed	Q8LE18_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	160	
Q8LFP8	unreviewed	Q8LFP8_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	135	
Q8S8L5	unreviewed	Q8S8L5_ARATH	Auxin-responsive family protein (Expressed protein) (SAUR-like auxin-responsive protein family)	SAUR42 SMALL AUXIN UPREGULATED RNA 42 At2g28085	Arabidopsis thaliana (Mouse-ear cress)	124	AT2G28085;
Q9C8C5	unreviewed	Q9C8C5_ARATH	Auxin-induced protein, putative (Putative auxin-responsive protein) (SAUR-like auxin-responsive protein family)	SAUR58 SMALL AUXIN UPREGULATED RNA 58 At1g43040 F2H10.1 F2H10_1	Arabidopsis thaliana (Mouse-ear cress)	104	AT1G43040;
Q9FH62	unreviewed	Q9FH62_ARATH	Auxin-induced protein-like (SAUR-like auxin-responsive protein family)	SAUR11 SMALL AUXIN UPREGULATED RNA 11 At5g66260 K1L20.4 K1L20_4	Arabidopsis thaliana (Mouse-ear cress)	99	AT5G66260;
Q9FIH6	unreviewed	Q9FIH6_ARATH	SAUR-like auxin-responsive protein family	SAUR43 MDH9.10 MDH9_10 SMALL AUXIN UPREGULATED RNA 43 At5g42410	Arabidopsis thaliana (Mouse-ear cress)	111	AT5G42410;
Q9FJC5	unreviewed	Q9FJC5_ARATH	SAUR-like auxin-responsive protein family		Arabidopsis thaliana (Mouse-ear cress)	122	
Q9FXI2	unreviewed	Q9FXI2_ARATH	F6F9.11 protein (SAUR-like auxin-responsive protein family)	SAUR53 SMALL AUXIN UPREGULATED RNA 53 At1g19840 F6F9.11 F6F9_11	Arabidopsis thaliana (Mouse-ear cress)	153	AT1G19840;
